titulo,tipo,lugar,distrito,fecha_inicio,fecha_fin,url
Juego de pistas 'Los animales del bosque',"ITINERARIOS Y OTRAS ACTIVIDADES AMBIENTALES, 
            
            EXCURSIONES ITINERARIOS VISITAS",Aula ambiental La Cabaña del Retiro,RETIRO,domingo 11 de mayo de 2025,domingo 11 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Juego-de-pistas-Los-animales-del-bosque-/?vgnextfmt=default&vgnextoid=ef9951d1bf586910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
El dragón Nabú,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Centro Cultural Carril del Conde (Hortaleza),HORTALEZA,domingo 11 de mayo de 2025,domingo 11 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-dragon-Nabu/?vgnextfmt=default&vgnextoid=3de1234abc586910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Desmontando la zarzuela,TEATRO PERFOMANCE,Centro Cultural Hortaleza,HORTALEZA,domingo 11 de mayo de 2025,domingo 11 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Desmontando-la-zarzuela/?vgnextfmt=default&vgnextoid=c2a094b983686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Las aventuras de las niñas perdidas,TEATRO PERFOMANCE,Parque Forestal de Valdebebas-Felipe VI,HORTALEZA,domingo 11 de mayo de 2025,domingo 11 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Las-aventuras-de-las-ninas-perdidas/?vgnextfmt=default&vgnextoid=58d66a6496686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Rutas guiadas por el Parque Forestal de Valdebebas. Mayo 2025,"ITINERARIOS Y OTRAS ACTIVIDADES AMBIENTALES, 
            
            CURSOS Y TALLERES",Parque Forestal de Valdebebas-Felipe VI,HORTALEZA,domingo 11 de mayo de 2025,domingo 11 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Rutas-guiadas-por-el-Parque-Forestal-de-Valdebebas-Mayo-2025/?vgnextfmt=default&vgnextoid=1da91364a9686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Five little goats,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Biblioteca Pública Municipal Mario Vargas Llosa (Centro),CENTRO,lunes 12 de mayo de 2025,lunes 12 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Five-little-goats/?vgnextfmt=default&vgnextoid=5ad0aa4735436910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Llega San Isidro con cuentos y manualidades,CURSOS Y TALLERES,Biblioteca Pública Municipal Canillejas (San Blas-Canillejas),SAN BLAS-CANILLEJAS,martes 13 de mayo de 2025,martes 13 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Llega-San-Isidro-con-cuentos-y-manualidades/?vgnextfmt=default&vgnextoid=a11dced21c666910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
'Animalitis',"CUENTACUENTOS, TÍTERES Y MARIONETAS",Biblioteca Pública Municipal María Zambrano (Tetuán),TETUAN,martes 13 de mayo de 2025,martes 13 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-Animalitis-/?vgnextfmt=default&vgnextoid=b15644afff756910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
'A la mar salada',"CUENTACUENTOS, TÍTERES Y MARIONETAS",Biblioteca Pública Municipal Huerta de la Salud (Hortaleza),HORTALEZA,martes 13 de mayo de 2025,martes 13 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-A-la-mar-salada-/?vgnextfmt=default&vgnextoid=2c307647da5f5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Cine infantil en la Biblioteca María Lejárraga: 'Antz',CINE ACTIVIDADES AUDIOVISUALES,Biblioteca Pública Municipal María Lejárraga (Hortaleza),HORTALEZA,martes 13 de mayo de 2025,martes 13 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cine-infantil-en-la-Biblioteca-Maria-Lejarraga-Antz-/?vgnextfmt=default&vgnextoid=897e969485f75910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"'1. 2, 3, dedos, manos y pies'","CUENTACUENTOS, TÍTERES Y MARIONETAS",Biblioteca Pública Municipal Francisco Ibáñez (Chamartín),CHAMARTIN,martes 13 de mayo de 2025,martes 13 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-1-2-3-dedos-manos-y-pies-/?vgnextfmt=default&vgnextoid=ea14528353436910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Visita externa,"ITINERARIOS Y OTRAS ACTIVIDADES AMBIENTALES, 
            
            CURSOS Y TALLERES, 
            
            EXCURSIONES ITINERARIOS VISITAS",Centro de Interpretación de la Naturaleza Montecarmelo (Fuencarral - El Pardo),FUENCARRAL-EL PARDO,martes 13 de mayo de 2025,martes 13 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Visita-externa/?vgnextfmt=default&vgnextoid=1707a3f71f766910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Do It Yourself: Especial San Isidro,CURSOS Y TALLERES,Biblioteca Pública Municipal José Hierro (San Blas-Canillejas),SAN BLAS-CANILLEJAS,miércoles 14 de mayo de 2025,miércoles 14 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Do-It-Yourself-Especial-San-Isidro/?vgnextfmt=default&vgnextoid=d5dcd15c0bfe4910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
'Cuentos en la granja',"CUENTACUENTOS, TÍTERES Y MARIONETAS",Biblioteca Pública Municipal Aluche (Latina),LATINA,miércoles 14 de mayo de 2025,miércoles 14 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-Cuentos-en-la-granja-/?vgnextfmt=default&vgnextoid=952744afff756910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
The cook and the king,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Biblioteca Pública Municipal Francisco Ayala (Vicálvaro),VICALVARO,miércoles 14 de mayo de 2025,miércoles 14 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/The-cook-and-the-king/?vgnextfmt=default&vgnextoid=8e02aa4735436910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
'Viri Virom',"CUENTACUENTOS, TÍTERES Y MARIONETAS",Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo),FUENCARRAL-EL PARDO,miércoles 14 de mayo de 2025,miércoles 14 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-Viri-Virom-/?vgnextfmt=default&vgnextoid=6884528353436910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"'No soy yo, eres tú' de Raquel Galán","CUENTACUENTOS, TÍTERES Y MARIONETAS",Biblioteca Pública Municipal San Blas (San Blas-Canillejas),SAN BLAS-CANILLEJAS,miércoles 14 de mayo de 2025,miércoles 14 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-No-soy-yo-eres-tu-de-Raquel-Galan/?vgnextfmt=default&vgnextoid=6096ebf1b3386910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Cuando los hombres tengan alas - La Malette. (Francia/Uruguay),"CUENTACUENTOS, TÍTERES Y MARIONETAS",Teatro Municipal de Títeres,RETIRO,jueves 15 de mayo de 2025,jueves 15 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuando-los-hombres-tengan-alas-La-Malette-Francia-Uruguay-/?vgnextfmt=default&vgnextoid=5ebabf4aebf85910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
San Isidro en Barajas,"FIESTAS DE  SAN ISIDRO, 
            
            DANZA Y BAILE, 
            
            MÚSICA, 
            
            MADRID DESTINO",Centro Cultural - Centro Socio Cultural Villa de Barajas,BARAJAS,jueves 15 de mayo de 2025,jueves 15 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/San-Isidro-en-Barajas/?vgnextfmt=default&vgnextoid=f0414bcad6b76910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Actividades infantiles de San Isidro,FIESTAS DE  SAN ISIDRO,Auditorio de la Plaza de Chamberí - Templete,Sin distrito,jueves 15 de mayo de 2025,jueves 15 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-infantiles-de-San-Isidro/?vgnextfmt=default&vgnextoid=d53c4e4bcdb76910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Gymkana (hinchables, talleres infantiles y juegos) en la explanada de la Junta Municipal del Distrito","FIESTAS DE  SAN ISIDRO, 
            
            MADRID DESTINO",Sin lugar,Sin distrito,jueves 15 de mayo de 2025,jueves 15 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Gymkana-hinchables-talleres-infantiles-y-juegos-en-la-explanada-de-la-Junta-Municipal-del-Distrito/?vgnextfmt=default&vgnextoid=93a20234de086910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Womagis, el mago de las palabras","MÚSICA, 
            
            TEATRO PERFOMANCE",Parque Forestal de Valdebebas-Felipe VI,HORTALEZA,jueves 15 de mayo de 2025,jueves 15 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Womagis-el-mago-de-las-palabras/?vgnextfmt=default&vgnextoid=e3976a6496686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Nos hacemos mayores... o no?,"CIRCO MAGIA, 
            
            TEATRO PERFOMANCE",Parque Forestal de Valdebebas-Felipe VI,HORTALEZA,jueves 15 de mayo de 2025,jueves 15 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Nos-hacemos-mayores-o-no-/?vgnextfmt=default&vgnextoid=cc376a6496686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Actividades Infantiles,Sin tipo,Auditorio de la Plaza de Chamberí - Templete,Sin distrito,jueves 15 de mayo de 2025,jueves 15 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-Infantiles/?vgnextfmt=default&vgnextoid=c6fc1364a9686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Mi amiga madrileña,Sin tipo,Centro Sociocultural Tetuán,TETUAN,viernes 16 de mayo de 2025,viernes 16 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Mi-amiga-madrilena/?vgnextfmt=default&vgnextoid=23dd826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
El viaje de Cervantes,Sin tipo,Centro Cultural Eduardo Úrculo (Tetuán),TETUAN,viernes 16 de mayo de 2025,viernes 16 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-viaje-de-Cervantes/?vgnextfmt=default&vgnextoid=ebe1826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Conmemoración San Isidro: Concierto Piano de coplas,"CONMEMORACIONES Y HOMENAJES, 
            
            MÚSICA, 
            
            TEATRO PERFOMANCE",Centro Cultural Alfredo Kraus (Fuencarral - El Pardo),FUENCARRAL-EL PARDO,viernes 16 de mayo de 2025,viernes 16 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Conmemoracion-San-Isidro-Concierto-Piano-de-coplas/?vgnextfmt=default&vgnextoid=38a89822df145910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Dabadabadá,CIRCO MAGIA,Centro Cultural Federico Chueca (Hortaleza),HORTALEZA,viernes 16 de mayo de 2025,viernes 16 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Dabadabada/?vgnextfmt=default&vgnextoid=5392047fc5065910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La magia existe,CIRCO MAGIA,Centro Sociocultural Santa Petronila (Villaverde),VILLAVERDE,viernes 16 de mayo de 2025,viernes 16 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-magia-existe/?vgnextfmt=default&vgnextoid=775e4e4bcdb76910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Al abordaje piratas,TEATRO PERFOMANCE,Sin lugar,Sin distrito,sábado 17 de mayo de 2025,sábado 17 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Al-abordaje-piratas/?vgnextfmt=default&vgnextoid=da256267aec56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Pum pum al cerro voy,TEATRO PERFOMANCE,Centro Cultural Orcasur (Usera),USERA,sábado 17 de mayo de 2025,sábado 17 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Pum-pum-al-cerro-voy/?vgnextfmt=default&vgnextoid=bc8103a1c2d56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Un regalo muy especial,"ACTIVIDADES CALLE, ARTE URBANO",Parque de Amós Acero,PUENTE DE VALLECAS,sábado 17 de mayo de 2025,sábado 17 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Un-regalo-muy-especial/?vgnextfmt=default&vgnextoid=5a791dc120866910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Partida de rol: Cthulhu en la biblioteca,CURSOS Y TALLERES,Biblioteca Pública Municipal Iván de Vargas (Centro),CENTRO,sábado 17 de mayo de 2025,sábado 17 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Partida-de-rol-Cthulhu-en-la-biblioteca/?vgnextfmt=default&vgnextoid=60df9aa342165910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
¿Qué hemos hecho en Madrid?,CURSOS Y TALLERES,Parque Santa Eugenia,VILLA DE VALLECAS,sábado 17 de mayo de 2025,sábado 17 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Que-hemos-hecho-en-Madrid-/?vgnextfmt=default&vgnextoid=f3c8cd0e24b76910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Menuda magia,Sin tipo,Centro Cultural Julio Cortázar (Moncloa - Aravaca),MONCLOA-ARAVACA,sábado 17 de mayo de 2025,sábado 17 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Menuda-magia/?vgnextfmt=default&vgnextoid=7f3bd5ca38086910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"INFANTIL. La compañía Arte Fusión Títeres, presenta “En un lugar de la granja”",TEATRO PERFOMANCE,Auditorio Carmen Laforet (Ciudad Lineal),CIUDAD LINEAL,sábado 17 de mayo de 2025,sábado 17 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/INFANTIL-La-compania-Arte-Fusion-Titeres-presenta-En-un-lugar-de-la-granja/?vgnextfmt=default&vgnextoid=8e1ad5ca38086910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Cerditos,Sin tipo,Centro Cultural El Plantío (Moncloa - Aravaca),MONCLOA-ARAVACA,sábado 17 de mayo de 2025,sábado 17 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cerditos/?vgnextfmt=default&vgnextoid=6f2cd5ca38086910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Pluma, guitarra y papel - Los duendes (Comunidad Valenciana)","CUENTACUENTOS, TÍTERES Y MARIONETAS",Teatro Municipal de Títeres,RETIRO,sábado 17 de mayo de 2025,domingo 18 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Pluma-guitarra-y-papel-Los-duendes-Comunidad-Valenciana-/?vgnextfmt=default&vgnextoid=3992177c89395910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Taller de Chotis,"FIESTAS DE  SAN ISIDRO, 
            
            DANZA Y BAILE, 
            
            MÚSICA, 
            
            MADRID DESTINO",Centro Cultural Meseta de Orcasitas (Usera),USERA,sábado 17 de mayo de 2025,sábado 17 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Taller-de-Chotis/?vgnextfmt=default&vgnextoid=17a70234de086910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Babe, el Cerdito valiente",CINE ACTIVIDADES AUDIOVISUALES,Centro Sociocultural Tetuán,TETUAN,sábado 17 de mayo de 2025,sábado 17 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Babe-el-Cerdito-valiente/?vgnextfmt=default&vgnextoid=f8ae826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Zumikids en la Granja,"MÚSICA, 
            
            TEATRO PERFOMANCE",Parque Alfredo Kraus,HORTALEZA,sábado 17 de mayo de 2025,sábado 17 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Zumikids-en-la-Granja/?vgnextfmt=default&vgnextoid=dac46a6496686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Como perros y gatos,"CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            TEATRO PERFOMANCE",Centro Sociocultural Miguel de Cervantes (San Blas - Canillejas),SAN BLAS-CANILLEJAS,domingo 18 de mayo de 2025,domingo 18 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Como-perros-y-gatos/?vgnextfmt=default&vgnextoid=375f045d2c756910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La cebra Camila,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Centro Cultural José Luis López Vázquez (San Blas - Canillejas),SAN BLAS-CANILLEJAS,domingo 18 de mayo de 2025,domingo 18 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-cebra-Camila/?vgnextfmt=default&vgnextoid=f4c453aa37d56910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
¡Experimentos locos con el Agua!,CURSOS Y TALLERES,Centro de Educación Ambiental y Cultural Maris Stella (Usera),USERA,domingo 18 de mayo de 2025,domingo 18 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Experimentos-locos-con-el-Agua-/?vgnextfmt=default&vgnextoid=a813826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
PequeRitmo,CURSOS Y TALLERES,Centro de Educación Ambiental y Cultural Maris Stella (Usera),USERA,domingo 18 de mayo de 2025,domingo 18 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/PequeRitmo/?vgnextfmt=default&vgnextoid=8fa3826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La pequeña Yak y el elefante curioso,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Biblioteca Pública Municipal San Fermín (Usera),USERA,domingo 18 de mayo de 2025,domingo 18 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-pequena-Yak-y-el-elefante-curioso/?vgnextfmt=default&vgnextoid=dab744afff756910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Mi amiga madrileña,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Centro Cultural El Pozo del tío Raimundo (Puente de Vallecas),PUENTE DE VALLECAS,domingo 18 de mayo de 2025,domingo 18 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Mi-amiga-madrilena/?vgnextfmt=default&vgnextoid=113c1dc120866910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"La sorpresa del oso Andrés, con arte fusión títeres","CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            TEATRO PERFOMANCE",Centro Sociocultural Oporto (Carabanchel),CARABANCHEL,domingo 18 de mayo de 2025,domingo 18 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-sorpresa-del-oso-Andres-con-arte-fusion-titeres/?vgnextfmt=default&vgnextoid=d0a486fcda866910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Zarzuela ‘Antología de la Zarzuela Madrileña’ en Pista deportiva calle Evangelios 4,"FIESTAS DE  SAN ISIDRO, 
            
            DANZA Y BAILE, 
            
            MÚSICA, 
            
            MADRID DESTINO",Sin lugar,Sin distrito,domingo 18 de mayo de 2025,domingo 18 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Zarzuela-Antologia-de-la-Zarzuela-Madrilena-en-Pista-deportiva-calle-Evangelios-4/?vgnextfmt=default&vgnextoid=1c030234de086910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Caperucita roja,"ACTIVIDADES CALLE, ARTE URBANO",Sin lugar,Sin distrito,domingo 18 de mayo de 2025,domingo 18 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Caperucita-roja/?vgnextfmt=default&vgnextoid=5bed02ca7c186910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Storytimes,TEATRO PERFOMANCE,Centro Cultural Carril del Conde (Hortaleza),HORTALEZA,domingo 18 de mayo de 2025,domingo 18 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Storytimes/?vgnextfmt=default&vgnextoid=aff2234abc586910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
'Las emociones de Gastón: estoy feliz',"CUENTACUENTOS, TÍTERES Y MARIONETAS",Biblioteca Pública Municipal Iván de Vargas (Centro),CENTRO,domingo 18 de mayo de 2025,domingo 18 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-Las-emociones-de-Gaston-estoy-feliz-/?vgnextfmt=default&vgnextoid=1d2e51d1bf586910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
El payaso musical,TEATRO PERFOMANCE,Centro Cultural Hortaleza,HORTALEZA,domingo 18 de mayo de 2025,domingo 18 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-payaso-musical/?vgnextfmt=default&vgnextoid=75d194b983686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
3º Festival de Artes Escénicas para la primera infancia. Espuma de mar,TEATRO PERFOMANCE,Centro Cultural Sanchinarro (Hortaleza),HORTALEZA,domingo 18 de mayo de 2025,domingo 18 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/3-Festival-de-Artes-Escenicas-para-la-primera-infancia-Espuma-de-mar/?vgnextfmt=default&vgnextoid=a084e7802e416910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Zumikids,MÚSICA,Parque Forestal de Valdebebas-Felipe VI,HORTALEZA,domingo 18 de mayo de 2025,domingo 18 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Zumikids/?vgnextfmt=default&vgnextoid=9b6f7665fa006910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Rutas guiadas por el Parque Forestal de Valdebebas. Mayo 2025,"ITINERARIOS Y OTRAS ACTIVIDADES AMBIENTALES, 
            
            CURSOS Y TALLERES",Parque Forestal de Valdebebas-Felipe VI,HORTALEZA,domingo 18 de mayo de 2025,domingo 18 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Rutas-guiadas-por-el-Parque-Forestal-de-Valdebebas-Mayo-2025/?vgnextfmt=default&vgnextoid=9fa91364a9686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
'Con mis manitas',"CUENTACUENTOS, TÍTERES Y MARIONETAS",Biblioteca Pública Municipal Mario Vargas Llosa (Centro),CENTRO,lunes 19 de mayo de 2025,lunes 19 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-Con-mis-manitas-/?vgnextfmt=default&vgnextoid=72d4528353436910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
