titulo,url,tipo,fechas,lugar
The three little pigs... y el lobo,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/The-three-little-pigs-y-el-lobo/?vgnextfmt=default&vgnextoid=faa2047fc5065910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Viernes 23 de mayo de 2025,Centro Cultural Federico Chueca (Hortaleza). HORTALEZA
El Fado de Ulisses - Rodopio d´ideias (Portugal),/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-Fado-de-Ulisses-Rodopio-dideias-Portugal-/?vgnextfmt=default&vgnextoid=aad2177c89395910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS","Del sábado 24 de mayo de 2025
al domingo 25 de mayo de 2025",Teatro Municipal de Títeres. Parque de El Retiro. RETIRO
Taller de traducción para pequeños lingüistas,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Taller-de-traduccion-para-pequenos-linguistas/?vgnextfmt=default&vgnextoid=bb59828cf1936910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"RECITALES, PRESENTACIONES Y ACTOS LITERARIOS, 
            
            LITERATURA, 
            
            CURSOS Y TALLERES",Sábado 24 de mayo de 2025,Matadero Madrid. ARGANZUELA
Personajes ilustrados,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Personajes-ilustrados/?vgnextfmt=default&vgnextoid=6449828cf1936910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"RECITALES, PRESENTACIONES Y ACTOS LITERARIOS, 
            
            LITERATURA, 
            
            CURSOS Y TALLERES, 
            
            EXPOSICIONES",Sábado 24 de mayo de 2025,Matadero Madrid. ARGANZUELA
DisneMagical,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/DisneMagical/?vgnextfmt=default&vgnextoid=6d2203a1c2d56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,TEATRO PERFOMANCE,Sábado 24 de mayo de 2025,Centro Cultural Orcasur (Usera). USERA
El Oso Yogui,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-Oso-Yogui/?vgnextfmt=default&vgnextoid=223f826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,Sin tipo,Sábado 24 de mayo de 2025,Centro Sociocultural Tetuán. TETUAN
Kalevala,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Kalevala/?vgnextfmt=default&vgnextoid=bb4a0e8c6b266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,TEATRO PERFOMANCE,Sábado 24 de mayo de 2025,Centro Cultural Las Californias (Retiro). RETIRO
Terracota,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Terracota/?vgnextfmt=default&vgnextoid=bdbbbf584f666910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            TEATRO PERFOMANCE",Sábado 24 de mayo de 2025,Centro Cultural Mercado de Ibiza (Retiro). RETIRO
La brujita pastelera,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-brujita-pastelera/?vgnextfmt=default&vgnextoid=1a991dc120866910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"ACTIVIDADES CALLE, ARTE URBANO",Sábado 24 de mayo de 2025,Parque de Amós Acero. PUENTE DE VALLECAS
Las hadas de luz,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Las-hadas-de-luz/?vgnextfmt=default&vgnextoid=9248753d40c66910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Sábado 24 de mayo de 2025,Centro Cultural Antonio Machado (San Blas - Canillejas). SAN BLAS-CANILLEJAS
'Aserrín-Aserrán',/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-Aserrin-Aserran-/?vgnextfmt=default&vgnextoid=887125cb844a5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Sábado 24 de mayo de 2025,Biblioteca Pública Municipal San Fermín (Usera). USERA
Una de ratones,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Una-de-ratones/?vgnextfmt=default&vgnextoid=7b88a194b1fa5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,TEATRO PERFOMANCE,Sábado 24 de mayo de 2025,Teatro Municipal de Vallecas. VILLA DE VALLECAS
Fantástica Leonora,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Fantastica-Leonora/?vgnextfmt=default&vgnextoid=a3ce385903c66910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,Sin tipo,Sábado 24 de mayo de 2025,Centro Cultural San Juan Bautista (Ciudad Lineal). CIUDAD LINEAL
"INFANTIL. Indeleble Producciones, presenta “Mi Camita”",/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/INFANTIL-Indeleble-Producciones-presenta-Mi-Camita/?vgnextfmt=default&vgnextoid=934b60d232086910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            TEATRO PERFOMANCE",Sábado 24 de mayo de 2025,Centro Cultural Príncipe de Asturias (Ciudad Lineal). CIUDAD LINEAL
"INFANTIL. Tralalart, presenta “Una noche de espías”",/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/INFANTIL-Tralalart-presenta-Una-noche-de-espias/?vgnextfmt=default&vgnextoid=e87ad5ca38086910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,TEATRO PERFOMANCE,Sábado 24 de mayo de 2025,Auditorio Carmen Laforet (Ciudad Lineal). CIUDAD LINEAL
La Rata Rita,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-Rata-Rita/?vgnextfmt=default&vgnextoid=ee23d1fe5a086910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,Sin tipo,Sábado 24 de mayo de 2025,Centro Cultural El Plantío (Moncloa - Aravaca). MONCLOA-ARAVACA
Concierto - A Ambos Lados del Atlántico 2,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Concierto-A-Ambos-Lados-del-Atlantico-2/?vgnextfmt=default&vgnextoid=5995fa9f39b76910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"TEATRO PERFOMANCE, 
            
            EXPOSICIONES",Sábado 24 de mayo de 2025,Centro Cultural Galileo (Chamberí). CHAMBERI
Cuentacuentos con pictogramas: Miau miau,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-con-pictogramas-Miau-miau/?vgnextfmt=default&vgnextoid=089465783d9d3910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            TEATRO PERFOMANCE",Sábado 24 de mayo de 2025,Centro Sociocultural Rafael de León (Fuencarral - El Pardo). FUENCARRAL-EL PARDO
El Dragón de los deseos,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-Dragon-de-los-deseos/?vgnextfmt=default&vgnextoid=2f221f8dd5186910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,Sin tipo,Sábado 24 de mayo de 2025,Centro Cultural el Torito (Moratalaz). MORATALAZ
Jornadas Especiales,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Jornadas-Especiales/?vgnextfmt=default&vgnextoid=0507a3f71f766910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"ITINERARIOS Y OTRAS ACTIVIDADES AMBIENTALES, 
            
            CURSOS Y TALLERES, 
            
            EXCURSIONES ITINERARIOS VISITAS",Sábado 24 de mayo de 2025,Centro de Interpretación de la Naturaleza Montecarmelo (Fuencarral - El Pardo). FUENCARRAL-EL PARDO
"Pez al revés, presenta “Ronda al revés”",/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Pez-al-reves-presenta-Ronda-al-reves/?vgnextfmt=default&vgnextoid=44316a6496686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,Sin tipo,Sábado 24 de mayo de 2025,Centro Cultural el Madroño (Vicálvaro). VICALVARO
Sim Salabim,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Sim-Salabim/?vgnextfmt=default&vgnextoid=91037665fa006910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,CIRCO MAGIA,Sábado 24 de mayo de 2025,Parque Alfredo Kraus. HORTALEZA
Folklore en Familia: concierto de Vibra-Tó - Chamberí,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Folklore-en-Familia-concierto-de-Vibra-To-Chamberi/?vgnextfmt=default&vgnextoid=ae3753c73ab16910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"21 DISTRITOS, 
            
            MÚSICA",Domingo 25 de mayo de 2025,Centro Cultural Galileo (Chamberí). CHAMBERI
Folklore en Familia: taller de Vibra-Tó - Chamberí,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Folklore-en-Familia-taller-de-Vibra-To-Chamberi/?vgnextfmt=default&vgnextoid=c45753c73ab16910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"21 DISTRITOS, 
            
            CURSOS Y TALLERES, 
            
            MÚSICA",Domingo 25 de mayo de 2025,Centro Cultural Galileo (Chamberí). CHAMBERI
Sirocco y el reino de los vientos,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Sirocco-y-el-reino-de-los-vientos/?vgnextfmt=default&vgnextoid=517adedac5936910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,CINE ACTIVIDADES AUDIOVISUALES,Domingo 25 de mayo de 2025,Centro Cultural Buero Vallejo (San Blas - Canillejas). SAN BLAS-CANILLEJAS
El enfermo imaginario,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-enfermo-imaginario/?vgnextfmt=default&vgnextoid=b09f045d2c756910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            TEATRO PERFOMANCE",Domingo 25 de mayo de 2025,Centro Sociocultural Miguel de Cervantes (San Blas - Canillejas). SAN BLAS-CANILLEJAS
Oliverio Satisfecho,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Oliverio-Satisfecho/?vgnextfmt=default&vgnextoid=52ad03a1c2d56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,CIRCO MAGIA,Domingo 25 de mayo de 2025,Centro Cultural Meseta de Orcasitas (Usera). USERA
La hora de Rockear,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-hora-de-Rockear/?vgnextfmt=default&vgnextoid=dcbf71adf3d56910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,MÚSICA,Domingo 25 de mayo de 2025,Centro Cultural Ciudad Pegaso (San Blas - Canillejas). SAN BLAS-CANILLEJAS
Descubre las aves del Parque de Pradolongo,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Descubre-las-aves-del-Parque-de-Pradolongo/?vgnextfmt=default&vgnextoid=b245826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,EXCURSIONES ITINERARIOS VISITAS,Domingo 25 de mayo de 2025,Centro de Educación Ambiental y Cultural Maris Stella (Usera). USERA
Títeres agua,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Titeres-agua/?vgnextfmt=default&vgnextoid=7ed5826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Domingo 25 de mayo de 2025,Centro de Educación Ambiental y Cultural Maris Stella (Usera). USERA
¡NO PUEDE SER! Mago Roncero,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/NO-PUEDE-SER-Mago-Roncero/?vgnextfmt=default&vgnextoid=e0bd753d40c66910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,CIRCO MAGIA,Domingo 25 de mayo de 2025,Centro Cultural Antonio Machado (San Blas - Canillejas). SAN BLAS-CANILLEJAS
La reina de colores por Andrea Ortúzar,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-reina-de-colores-por-Andrea-Ortuzar/?vgnextfmt=default&vgnextoid=16be97abaa766910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,TEATRO PERFOMANCE,Domingo 25 de mayo de 2025,Centro Sociocultural García Lorca (Carabanchel). CARABANCHEL
El ruiseñor y el emperador de la China,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-ruisenor-y-el-emperador-de-la-China/?vgnextfmt=default&vgnextoid=b544d1fe5a086910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,Sin tipo,Domingo 25 de mayo de 2025,Centro Cultural Juan Genovés (Moncloa - Aravaca). MONCLOA-ARAVACA
Taller y concierto infantil - Vibra Tó,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Taller-y-concierto-infantil-Vibra-To/?vgnextfmt=default&vgnextoid=3346fa9f39b76910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"TEATRO PERFOMANCE, 
            
            EXPOSICIONES",Domingo 25 de mayo de 2025,Centro Cultural Galileo (Chamberí). CHAMBERI
"Cuentacuentos teatralizado con pictogramas: ""Cosquillas en el corazón""",/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-teatralizado-con-pictogramas-Cosquillas-en-el-corazon-/?vgnextfmt=default&vgnextoid=e49e3af1ecc66910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Domingo 25 de mayo de 2025,Centro Sociocultural Alfonso XII (Fuencarral - El Pardo). FUENCARRAL-EL PARDO
"Menú2, con la compañía El Circodromo",/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Menu2-con-la-compania-El-Circodromo/?vgnextfmt=default&vgnextoid=6e1ad865b7c66910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CIRCO MAGIA, 
            
            TEATRO PERFOMANCE",Domingo 25 de mayo de 2025,Centro Cultural Fernando Lázaro Carreter (Carabanchel). CARABANCHEL
Taller 'Insectos y otros pequeños habitantes de La Cabaña',/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Taller-Insectos-y-otros-pequenos-habitantes-de-La-Cabana-/?vgnextfmt=default&vgnextoid=b210df9f4b586910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"ITINERARIOS Y OTRAS ACTIVIDADES AMBIENTALES, 
            
            CURSOS Y TALLERES",Domingo 25 de mayo de 2025,Aula ambiental La Cabaña del Retiro. RETIRO
Oliverio Satisfecho,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Oliverio-Satisfecho/?vgnextfmt=default&vgnextoid=ae65234abc586910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,TEATRO PERFOMANCE,Domingo 25 de mayo de 2025,Centro Cultural Carril del Conde (Hortaleza). HORTALEZA
Pizza a la mozartella,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Pizza-a-la-mozartella/?vgnextfmt=default&vgnextoid=4f0494b983686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,TEATRO PERFOMANCE,Domingo 25 de mayo de 2025,Centro Cultural Hortaleza. HORTALEZA
"Cacahuete, el más divertido del mundo",/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cacahuete-el-mas-divertido-del-mundo/?vgnextfmt=default&vgnextoid=c1cf0c9363a16910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CIRCO MAGIA, 
            
            TEATRO PERFOMANCE",Domingo 25 de mayo de 2025,Parque Forestal de Valdebebas-Felipe VI. HORTALEZA
Rutas guiadas por el Parque Forestal de Valdebebas. Mayo 2025,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Rutas-guiadas-por-el-Parque-Forestal-de-Valdebebas-Mayo-2025/?vgnextfmt=default&vgnextoid=13b91364a9686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"ITINERARIOS Y OTRAS ACTIVIDADES AMBIENTALES, 
            
            CURSOS Y TALLERES",Domingo 25 de mayo de 2025,Parque Forestal de Valdebebas-Felipe VI. HORTALEZA
El fantasma de la pera,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-fantasma-de-la-pera/?vgnextfmt=default&vgnextoid=f277ebf1b3386910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"FIESTAS DE  SAN ISIDRO, 
            
            TEATRO PERFOMANCE, 
            
            MADRID DESTINO",Martes 27 de mayo de 2025,Centro Cultural Quinta del Berro - Rafael Altamira (Salamanca). SALAMANCA
Cine infantil en la Biblioteca María Lejárraga: 'Clifford: el gran perro rojo',/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cine-infantil-en-la-Biblioteca-Maria-Lejarraga-Clifford-el-gran-perro-rojo-/?vgnextfmt=default&vgnextoid=e252969485f75910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,CINE ACTIVIDADES AUDIOVISUALES,Jueves 29 de mayo de 2025,Biblioteca Pública Municipal María Lejárraga (Hortaleza). HORTALEZA
A taste of the moon,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/A-taste-of-the-moon/?vgnextfmt=default&vgnextoid=7911528353436910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Jueves 29 de mayo de 2025,Biblioteca Pública Municipal Manuel Vázquez Montalbán (Tetuán). TETUAN
Magia con Pablo,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Magia-con-Pablo/?vgnextfmt=default&vgnextoid=c880de091cb66910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,Sin tipo,Viernes 30 de mayo de 2025,Centro Sociocultural Blasco Ibáñez (Carabanchel). CARABANCHEL
Exposición  alumnos infantil taller de pintura Centro cultural Antonio Machado,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Exposicion-alumnos-infantil-taller-de-pintura-Centro-cultural-Antonio-Machado/?vgnextfmt=default&vgnextoid=8d31753d40c66910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,EXPOSICIONES,"Del viernes 30 de mayo de 2025
al viernes 13 de junio de 2025",Centro Cultural Antonio Machado (San Blas - Canillejas). SAN BLAS-CANILLEJAS
'Había una vez una iguana',/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-Habia-una-vez-una-iguana-/?vgnextfmt=default&vgnextoid=2b75528353436910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Viernes 30 de mayo de 2025,Biblioteca Pública Municipal Ciudad Lineal (Ciudad Lineal). CIUDAD LINEAL
El príncipe que quería ser rey,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-principe-que-queria-ser-rey/?vgnextfmt=default&vgnextoid=dd602d8dae976910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,TEATRO PERFOMANCE,Viernes 30 de mayo de 2025,Centro Cultural Zazuar (Villa de Vallecas)
Talleres infantiles en la plaza del Pueblo,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Talleres-infantiles-en-la-plaza-del-Pueblo/?vgnextfmt=default&vgnextoid=f321ce25e2186910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,CURSOS Y TALLERES,Viernes 30 de mayo de 2025,Sin lugar
Espectáculo infantil: ` Pomp Art´,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Espectaculo-infantil-Pomp-Art/?vgnextfmt=default&vgnextoid=3a58aa6408766910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,CIRCO MAGIA,Viernes 30 de mayo de 2025,Centro Sociocultural Bohemios (Villaverde). VILLAVERDE
Cuentos mágicos,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentos-magicos/?vgnextfmt=default&vgnextoid=1c1894b983686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Viernes 30 de mayo de 2025,Centro Cultural Federico Chueca (Hortaleza). HORTALEZA
Pequemonstro - Teatro de Carmen (Región de Murcia),/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Pequemonstro-Teatro-de-Carmen-Region-de-Murcia-/?vgnextfmt=default&vgnextoid=9da1e7bd62dc5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            MADRID DESTINO","Del sábado 31 de mayo de 2025
al domingo 1 de junio de 2025",Teatro Municipal de Títeres. Parque de El Retiro. RETIRO
La Sirenita,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-Sirenita/?vgnextfmt=default&vgnextoid=24d76267aec56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"MÚSICA, 
            
            TEATRO PERFOMANCE",Sábado 31 de mayo de 2025,Junta Municipal del Distrito de Usera. USERA
Pasaporte al espacio,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Pasaporte-al-espacio/?vgnextfmt=default&vgnextoid=077403a1c2d56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,CINE ACTIVIDADES AUDIOVISUALES,Sábado 31 de mayo de 2025,Centro Sociocultural San Fermín (Usera). USERA
Las Aventuras de Tintín: El Secreto del Unicornio”. (2011 Las Aventuras de Tintín: El Secreto del Unicornio – Eric Brevig).,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Las-Aventuras-de-Tintin-El-Secreto-del-Unicornio-2011-Las-Aventuras-de-Tintin-El-Secreto-del-Unicornio-Eric-Brevig-/?vgnextfmt=default&vgnextoid=d430826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,Sin tipo,Sábado 31 de mayo de 2025,Centro Sociocultural Tetuán. TETUAN
¡Soy el chico/a del tiempo!,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Soy-el-chico-a-del-tiempo-/?vgnextfmt=default&vgnextoid=7a86826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,CURSOS Y TALLERES,Sábado 31 de mayo de 2025,Centro de Educación Ambiental y Cultural Maris Stella (Usera). USERA
La niña bombera,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-nina-bombera/?vgnextfmt=default&vgnextoid=c2c91dc120866910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"ACTIVIDADES CALLE, ARTE URBANO",Sábado 31 de mayo de 2025,Parque de Amós Acero. PUENTE DE VALLECAS
Partida de rol: Cthulhu en la biblioteca,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Partida-de-rol-Cthulhu-en-la-biblioteca/?vgnextfmt=default&vgnextoid=0def9aa342165910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,CURSOS Y TALLERES,Sábado 31 de mayo de 2025,Biblioteca Pública Municipal Iván de Vargas (Centro). CENTRO
La historia interminable,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-historia-interminable/?vgnextfmt=default&vgnextoid=29b8a194b1fa5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,CINE ACTIVIDADES AUDIOVISUALES,Sábado 31 de mayo de 2025,Teatro Municipal de Vallecas. VILLA DE VALLECAS
Animalitos en la granja,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Animalitos-en-la-granja/?vgnextfmt=default&vgnextoid=13f8fa9f39b76910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,Sin tipo,Sábado 31 de mayo de 2025,Centro Cultural El Plantío (Moncloa - Aravaca). MONCLOA-ARAVACA
"INFANTIL - CUENTACUENTOS. “Kalevala, un viaje mágico” por Cecilia Anahí",/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/INFANTIL-CUENTACUENTOS-Kalevala-un-viaje-magico-por-Cecilia-Anahi/?vgnextfmt=default&vgnextoid=2edad5ca38086910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,TEATRO PERFOMANCE,Sábado 31 de mayo de 2025,Auditorio Carmen Laforet (Ciudad Lineal). CIUDAD LINEAL
Coral voces bravas,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Coral-voces-bravas/?vgnextfmt=default&vgnextoid=7a5dd5ca38086910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"TEATRO PERFOMANCE, 
            
            EXPOSICIONES",Sábado 31 de mayo de 2025,Centro Cultural Galileo (Chamberí). CHAMBERI
