título,descripción,edad,inscripción,periodicidad,día_días,horario,fecha,lugar_nombre,lugar_dirección,precio,recomendación,url_ampliar_info,url_imagen,url_actividad
Visita externa,Para adultos. Máximo 20 plazas.,No especificada,No especificada,No especificada,martes,a las 11 horas,Martes 13 de mayo de 2025,Centro de Interpretación de la Naturaleza Montecarmelo (Fuencarral - El Pardo),"Carretera M-607 Km 13 L-10, null MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-Centro-de-Interpretacion-de-la-Naturaleza-de-Montecarmelo-Mayo-2025/?vgnextfmt=default&vgnextoid=8265f1527cd5a810VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Visita-externa/?vgnextfmt=default&vgnextoid=1707a3f71f766910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Do It Yourself: Especial San Isidro,Participa en nuestro taller Do It Yourself donde haremos manualidades con materiales reciclados que te facilitaremos en la biblioteca.,de 5 a 10 años,El proceso de inscripción ha finalizado. Aforo: 15 plazas por orden de inscripción.. Aforo: 15 plazas por orden de inscripción.,No especificada,miércoles,a las 18 horas,Miércoles 14 de mayo de 2025,Biblioteca Pública Municipal José Hierro (San Blas-Canillejas),"CALLE MARIA SEVILLA DIAGO, 15 28022 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/UnidadesDescentralizadas/Bibliotecas/BibliotecasPublicas/ActividadesBPM/Actividades%20Infantiles%20Juveniles/Talleres/Talleres%20Infantiles/ficheros/DoItYourself_260x260.jfif,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Do-It-Yourself-Especial-San-Isidro/?vgnextfmt=default&vgnextoid=d5dcd15c0bfe4910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
'Cuentos en la granja',"Duendes, tesoros, aventuras, misterios... Las bibliotecas están llenas de historias que cuenteros y cuenteras nos acercan a través de su creatividad y su magia.",a partir de 4 años,Para asistir es necesario realizar inscripción previa a través de este enlace.,No especificada,miércoles,a las 18 horas,Miércoles 14 de mayo de 2025,Biblioteca Pública Municipal Aluche (Latina),"CALLE CAMARENA, 10 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-del-12-al-18-de-mayo/?vgnextfmt=default&vgnextoid=c04ca32d985f5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/UnidadesDescentralizadas/Bibliotecas/BibliotecasPublicas/ActividadesBPM/Actividades_Infantiles_Juveniles/Cuentos/0_Cuentacuentos/Ficheros_FotosCuentacuentos/Cuentacuentos-libroabierto-perro-ni%C3%B1aparaguas_260.png,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-Cuentos-en-la-granja-/?vgnextfmt=default&vgnextoid=952744afff756910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
The cook and the king,Vamos a leer en inglés y a divertirnos en la biblioteca.,a partir de 5 años,Para asistir es necesaria la inscripción a través de este enlace.,No especificada,miércoles,a las 18 horas,Miércoles 14 de mayo de 2025,Biblioteca Pública Municipal Francisco Ayala (Vicálvaro),"BULEVAR INDALECIO PRIETO, 21 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-en-ingles/?vgnextfmt=default&vgnextoid=dd4e284aeea67810VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/UnidadesDescentralizadas/Bibliotecas/BibliotecasPublicas/ActividadesBPM/Actividades_Infantiles_Juveniles/Cuentos/0_Cuentacuentos/Ficheros_FotosCuentacuentos/Cuentacuentos-ni%C3%B1o-bocaabierta-leyendo_260.png,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/The-cook-and-the-king/?vgnextfmt=default&vgnextoid=8e02aa4735436910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
'Viri Virom',"Nunca es demasiado pronto para iniciar a los bebés en el maravilloso mundo del libro y la lectura. Además de estimular su imaginación, descubrirán colores, sonidos y palabras que enriquecerán su vocabulario.",No especificada,No especificada,No especificada,miércoles,a las 17 horas,Miércoles 14 de mayo de 2025,Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo),"AVENIDA MONFORTE DE LEMOS, 38 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Bebecuentos/?vgnextfmt=default&vgnextoid=29805b097f75e710VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/UnidadesDescentralizadas/Bibliotecas/BibliotecasPublicas/ActividadesBPM/Leyendo_Cuentos/ficheros/LeyendoBebes.png,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-Viri-Virom-/?vgnextfmt=default&vgnextoid=6884528353436910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"'No soy yo, eres tú' de Raquel Galán",Sin descripción,No especificada,No especificada,No especificada,miércoles,a las 18 horas,Miércoles 14 de mayo de 2025,Biblioteca Pública Municipal San Blas (San Blas-Canillejas),"CALLE SAN ROMAN DEL VALLE, 8 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-del-12-al-18-de-mayo/?vgnextfmt=default&vgnextoid=c04ca32d985f5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/UnidadesDescentralizadas/Bibliotecas/BibliotecasPublicas/Actividades/Actividades_Infantiles_Juveniles/Cuentacuentos/ficheros/250515_No_soy_yo_eres_tu_260.png,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-No-soy-yo-eres-tu-de-Raquel-Galan/?vgnextfmt=default&vgnextoid=6096ebf1b3386910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Cuando los hombres tengan alas - La Malette. (Francia/Uruguay),"Cuando los hombres tengan alas es un espectáculo de marionetas de 30 minutos, dirigido a todos los públicos. La historia se centra en Mr. Toulemonde, un personaje que encarna el deseo humano universal de volar, inspirado en figuras históricas y míticas como Ícaro y los astronautas modernos. Impulsado por este anhelo, Mr. Toulemonde se embarca en una serie de intentos llenos de ingenio, creatividad y perseverancia.",a partir de 5 años,No especificada,No especificada,jueves,a las 18 horas,Jueves 15 de mayo de 2025,Teatro Municipal de Títeres. Parque de El Retiro,"AVENIDA MÉXICO, 4 (Parque de El Retiro. Entrada por Puerta de la Independencia) 28009 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/ActividadesPorEntidades/TeatroTiteres/ficheros/alas.jpg,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuando-los-hombres-tengan-alas-La-Malette-Francia-Uruguay-/?vgnextfmt=default&vgnextoid=5ebabf4aebf85910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
San Isidro en Barajas,"Un año más Madrid se viste de gala para celebrar a su patrón, San Isidro Labrador.",No especificada,No especificada,No especificada,jueves,De 14 a 15:30 horas,Jueves 15 de mayo de 2025,Sin lugar,Sin dirección,Gratuito,No especificado,No disponible,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/Barajas/ficheros/SanIsidroverbena.jpg,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/San-Isidro-en-Barajas/?vgnextfmt=default&vgnextoid=f0414bcad6b76910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Actividades infantiles de San Isidro,Sin descripción,No especificada,No especificada,No especificada,jueves,a las 17:30 horas,Jueves 15 de mayo de 2025,Auditorio de la Plaza de Chamberí - Templete,"TEMPLETE PLAZA DE CHAMBERI, null MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Programacion-Cultural-Chamberi/?vgnextfmt=default&vgnextoid=5ea6daba65bc4910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/UnidadesDescentralizadas/DistritoChamberi/Actividades/ficheros/Cap.PNG,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-infantiles-de-San-Isidro/?vgnextfmt=default&vgnextoid=d53c4e4bcdb76910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Gymkana (hinchables, talleres infantiles y juegos) en la explanada de la Junta Municipal del Distrito",,No especificada,No especificada,No especificada,jueves,a las 12 horas,Jueves 15 de mayo de 2025,Sin lugar,Sin dirección,Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/San-Isidro-en-Usera/?vgnextfmt=default&vgnextoid=6c84d1fe5a086910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/Usera/ProgramacionCulturalUsera/ficheros/1605Gymkana.jpg,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Gymkana-hinchables-talleres-infantiles-y-juegos-en-la-explanada-de-la-Junta-Municipal-del-Distrito/?vgnextfmt=default&vgnextoid=93a20234de086910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Womagis, el mago de las palabras",Compañía Iberoamericana de Teatro en Movimiento.,No especificada,No especificada,No especificada,jueves,a las 12 horas,Jueves 15 de mayo de 2025,Parque Forestal de Valdebebas-Felipe VI,"AVENIDA LAS FUERZAS ARMADAS, 11 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-infantiles-en-los-parques-del-distrito/?vgnextfmt=default&vgnextoid=c1d315a9e0665910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Womagis-el-mago-de-las-palabras/?vgnextfmt=default&vgnextoid=e3976a6496686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Nos hacemos mayores... o no?,Celebración del Día de la Familia.,No especificada,No especificada,No especificada,jueves,a las 11 horas,Jueves 15 de mayo de 2025,Parque Forestal de Valdebebas-Felipe VI,"AVENIDA LAS FUERZAS ARMADAS, 11 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-infantiles-en-los-parques-del-distrito/?vgnextfmt=default&vgnextoid=c1d315a9e0665910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Nos-hacemos-mayores-o-no-/?vgnextfmt=default&vgnextoid=cc376a6496686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Actividades Infantiles,Plaza de Chamberí.,No especificada,No especificada,No especificada,jueves,a las 17:30 horas,Jueves 15 de mayo de 2025,Auditorio de la Plaza de Chamberí - Templete,"TEMPLETE PLAZA DE CHAMBERI, null MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/San-Isidro-en-Chamberi/?vgnextfmt=default&vgnextoid=79fe6a6496686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/UnidadesDescentralizadas/DistritoChamberi/Actividades/ficheros/cuadrado%20s345.JPG,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-Infantiles/?vgnextfmt=default&vgnextoid=c6fc1364a9686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Mi amiga madrileña,A cargo de la compañía Ditirambo.,No especificada,No especificada,No especificada,viernes,a las 18 horas,Viernes 16 de mayo de 2025,Centro Sociocultural Tetuán,"CALLE BRAVO MURILLO, 251 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-Centro-Sociocultural-Tetuan/?vgnextfmt=default&vgnextoid=ac84dff0d2c6e710VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Mi-amiga-madrilena/?vgnextfmt=default&vgnextoid=23dd826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
El viaje de Cervantes,A cargo de Zarzugiñol (zarzuela para niños).,a partir de 4 años,No especificada,No especificada,viernes,a las 18 horas,Viernes 16 de mayo de 2025,Centro Cultural Eduardo Úrculo (Tetuán),"PLAZA DONOSO, 5 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-Centro-Cultural-Eduardo-Urculo/?vgnextfmt=default&vgnextoid=1040b0870e3be710VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-viaje-de-Cervantes/?vgnextfmt=default&vgnextoid=ebe1826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Conmemoración San Isidro: Concierto Piano de coplas,"Manuel de Segura (voz), Raúl fuentes (piano).",No especificada,No especificada,No especificada,viernes,a las 18:30 horas,Viernes 16 de mayo de 2025,Centro Cultural Alfredo Kraus (Fuencarral - El Pardo),"GLORIETA PRADERA DE VAQUERIZAS, 9 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-Centro-Cultural-Alfredo-Kraus-Fuencarral-El-Pardo-Mayo-2025/?vgnextfmt=default&vgnextoid=a196a399e519c810VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Conmemoracion-San-Isidro-Concierto-Piano-de-coplas/?vgnextfmt=default&vgnextoid=38a89822df145910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Dabadabadá,Compañía Carlos Lemos.,a partir de 3 años,No especificada,No especificada,viernes,a las 18:30 horas,Viernes 16 de mayo de 2025,Centro Cultural Federico Chueca (Hortaleza),"CALLE BENITA AVILA, 23 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Cultural-Federico-Chueca/?vgnextfmt=default&vgnextoid=2896271d2ff12910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/Hortaleza/Actividades%20CC/Eventos/ficheros/daba.jpg,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Dabadabada/?vgnextfmt=default&vgnextoid=5392047fc5065910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La magia existe,Sin descripción,a partir de 4 años,No especificada,No especificada,lunes,a las 18 horas,Viernes 16 de mayo de 2025,Centro Sociocultural Santa Petronila (Villaverde),"CALLE MARIA MARTINEZ OVIOL, 12 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Sociocultural-Santa-Petronila/?vgnextfmt=default&vgnextoid=fe7ed15c0bfe4910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/UnidadesDescentralizadas/DistritoVillaverde/Actividades/Petronila/Eventos/ficheros/HECTOR%20MAGO.jpg,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-magia-existe/?vgnextfmt=default&vgnextoid=775e4e4bcdb76910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Al abordaje piratas,Compañía: El gallinero de Micaela.,de 3 a 8 años,No especificada,No especificada,sábado,a las 12 horas,Sábado 17 de mayo de 2025,Sin lugar,Sin dirección,Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-la-Junta-Municipal-de-Distrito-de-Usera/?vgnextfmt=default&vgnextoid=683d2d24e6f61910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/Usera/ProgramacionCulturalUsera/ficheros/1805_Abordaje_Piratas.png,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Al-abordaje-piratas/?vgnextfmt=default&vgnextoid=da256267aec56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Pum pum al cerro voy,Compañía: La Vero Paz.,mayores de 3 años,No especificada,No especificada,sábado,a las 12 horas,Sábado 17 de mayo de 2025,Centro Cultural Orcasur (Usera),"PLAZA PUEBLO, 2 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-del-Centro-Cultural-Orcasur/?vgnextfmt=default&vgnextoid=8e7d2d24e6f61910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/Usera/ProgramacionCulturalUsera/ficheros/1705_Pum_Pum.png,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Pum-pum-al-cerro-voy/?vgnextfmt=default&vgnextoid=bc8103a1c2d56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Un regalo muy especial,"Es el cumpleaños de Sara y espera un montón de regalos .... habrá baile, risas ... pero; ¿ realmente le gustarán sus regalos ?.... ¿Necesitamos tantos regalos que salen en la tele? ¿O tenemos a nuestro lado el regalo más especial del mundo? .... Venid a divertiros y a descubrir este regalo tan especial (el amor de su familia y amigos).",Es el cumpleaños de Sara y espera un montón de regalos,No especificada,No especificada,sábado,a las 19 horas,Sábado 17 de mayo de 2025,Parque de Amós Acero,"CALLE SIERRA MOLINA, 1 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Calle-abierta-infantil/?vgnextfmt=default&vgnextoid=6ef0157f943cf810VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/PuenteVallecas/Actividades/ficheros/0106Cai.jpg,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Un-regalo-muy-especial/?vgnextfmt=default&vgnextoid=5a791dc120866910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Partida de rol: Cthulhu en la biblioteca,,No especificada,No especificada,No especificada,sábado,a las 12 horas,Sábado 17 de mayo de 2025,Biblioteca Pública Municipal Iván de Vargas (Centro),"CALLE SAN JUSTO, 5 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Partida-de-rol-Cthulhu-en-la-biblioteca/?vgnextfmt=default&vgnextoid=f7a76532af065910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Partida-de-rol-Cthulhu-en-la-biblioteca/?vgnextfmt=default&vgnextoid=60df9aa342165910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
¿Qué hemos hecho en Madrid?,Compañía Nos separa el puente y el río,de 6 a 12 años,No especificada,No especificada,sábado,a las 18 horas,Sábado 17 de mayo de 2025,Parque Santa Eugenia,"CALLE Cerro Almodóvar, 1 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-Calle-Abierta/?vgnextfmt=default&vgnextoid=261af36edd371910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/VillaVallecas/Actividades/ficheros/1805Madrid.png,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Que-hemos-hecho-en-Madrid-/?vgnextfmt=default&vgnextoid=f3c8cd0e24b76910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Menuda magia,,No especificada,No especificada,No especificada,sábado,a las 12 horas,Sábado 17 de mayo de 2025,Centro Cultural Julio Cortázar (Moncloa - Aravaca),"CALLE ANTONIO MACHADO, 20 28035 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/UnidadesDescentralizadas/DistritoMoncloaAravaca/Actividades/2025/05Mayo2025/Carteleria/ROBIN%20Y%20CHINCHET%C3%8DN.jpg,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Menuda-magia/?vgnextfmt=default&vgnextoid=7f3bd5ca38086910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"INFANTIL. La compañía Arte Fusión Títeres, presenta “En un lugar de la granja”","Tres gallinas muy especiales, Ana la presentadora que ama a los pequeños y le gusta su elección de ser tía y realizar muchas cosas que le apasionan, como leer, escuchar y cuidar. Cocorita y Colorada, dos gallinas que parecen rivales, pero están muy unidas con sus formas, gustos y querer tener muchos hijitos, pero quieren cambiar ciertos aspectos de la granja, sin imposiciones con respeto, sin gritos y criando a sus hijos en la igualdad. Premio a mejor espectáculo en 2017.",a partir de 4 años,No especificada,No especificada,sábado,a las 18 horas,Sábado 17 de mayo de 2025,Auditorio Carmen Laforet (Ciudad Lineal),"CALLE JAZMIN, 46 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Auditorio-Carmen-Laforet-Programacion-mayo-2025/?vgnextfmt=default&vgnextoid=1059ef619aca2910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/UnidadesDescentralizadas/DistritoCiudadLineal/PROGRAMACIONCULTURAL/2025MAYO/ACarmenLaforet/Eventos/ficheros/Enunlugar.jpg,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/INFANTIL-La-compania-Arte-Fusion-Titeres-presenta-En-un-lugar-de-la-granja/?vgnextfmt=default&vgnextoid=8e1ad5ca38086910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Cerditos,,Recomendado para niñas y niños a partir de cuatro años,No especificada,No especificada,sábado,a las 19 horas,Sábado 17 de mayo de 2025,Centro Cultural El Plantío (Moncloa - Aravaca),"CALLE JOSE LOMBANA IGLESIAS, 4 28023 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/UnidadesDescentralizadas/DistritoMoncloaAravaca/Actividades/2025/05Mayo2025/Carteleria/TRASTERO%20T%C3%8DTERES.jpg,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cerditos/?vgnextfmt=default&vgnextoid=6f2cd5ca38086910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Pluma, guitarra y papel - Los duendes (Comunidad Valenciana)","'Pluma, papel y tijera' es un espectáculo musical con canciones tradicionales, como 'La pájara pinta', 'Había una vez un barquito chiquitito' o 'Estaba la rana cantando debajo del agua'. Durante la función, un pájaro no dejará de crear una serie de situaciones cómicas interrumpiendo el concierto con un montón de malentendidos. Es un espectáculo que apela a la sencillez y a la comunicación directa con el público a través del humor y la participación espontánea.",Diez años después llegó a España,No especificada,No especificada,"sábado, domingo",A las 18 horas,Del sábado 17 de mayo de 2025 al domingo 18 de mayo de 2025,Teatro Municipal de Títeres. Parque de El Retiro,"AVENIDA MÉXICO, 4 (Parque de El Retiro. Entrada por Puerta de la Independencia) 28009 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/ActividadesPorEntidades/TeatroTiteres/ficheros/Pluma.jpg,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Pluma-guitarra-y-papel-Los-duendes-Comunidad-Valenciana-/?vgnextfmt=default&vgnextoid=3992177c89395910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Taller de Chotis,,No especificada,No especificada,No especificada,sábado,a las 12 horas,Sábado 17 de mayo de 2025,Centro Cultural Meseta de Orcasitas (Usera),"PLAZA ASOCIACION, 1 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/San-Isidro-en-Usera/?vgnextfmt=default&vgnextoid=6c84d1fe5a086910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/Usera/ProgramacionCulturalUsera/ficheros/1805TallerChotis.jpg,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Taller-de-Chotis/?vgnextfmt=default&vgnextoid=17a70234de086910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
