título,descripción,edad,inscripción,periodicidad,día_días,horario,fecha,lugar_nombre,lugar_dirección,precio,recomendación,url_ampliar_info,url_actividad
Magus maravilla,Explanada del Ensanche de Vallecas,No especificada,No especificada,No especificada,domingo,a las 13 horas,Domingo 27 de abril de 2025,Sin lugar,Sin dirección,Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Fiestas-de-la-primavera-de-Villa-de-Vallecas/?vgnextfmt=default&vgnextoid=a4736a9776426910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Magus-maravilla/?vgnextfmt=default&vgnextoid=737da1b80d426910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Marionetas de sombras,Parque de Santa Eugenia,No especificada,No especificada,No especificada,domingo,a las 17:30 horas,Domingo 27 de abril de 2025,Sin lugar,Sin dirección,Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Fiestas-de-la-primavera-de-Villa-de-Vallecas/?vgnextfmt=default&vgnextoid=a4736a9776426910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Marionetas-de-sombras/?vgnextfmt=default&vgnextoid=33ada1b80d426910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Cuentacuentos 'Las aventuras de Lola aceituna y Coco',Patricia Astorga.,No especificada,No especificada,No especificada,domingo,a las 12:45 horas,Domingo 27 de abril de 2025,Auditorio al aire libre. Parque Aluche,"CALLE ILLESCAS, 149 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Feria-del-Libro-Distrito-Latina-2025/?vgnextfmt=default&vgnextoid=93e9fd655814e810VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-Las-aventuras-de-Lola-aceituna-y-Coco-/?vgnextfmt=default&vgnextoid=3d4a03a1c2d56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Cuentacuentos 'El topillo que quería volar',Patricia M. Arias.,No especificada,No especificada,No especificada,domingo,a las 12 horas,Domingo 27 de abril de 2025,Auditorio al aire libre. Parque Aluche,"CALLE ILLESCAS, 149 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Feria-del-Libro-Distrito-Latina-2025/?vgnextfmt=default&vgnextoid=93e9fd655814e810VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-El-topillo-que-queria-volar-/?vgnextfmt=default&vgnextoid=35c003a1c2d56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Cuentacuentos 'Dalí y yo',Tamara Gualda Gil y Nuria Cáceres Merchán. Ed. ICCE,No especificada,No especificada,No especificada,domingo,a las 11 horas,Domingo 27 de abril de 2025,Auditorio al aire libre. Parque Aluche,"CALLE ILLESCAS, 149 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Feria-del-Libro-Distrito-Latina-2025/?vgnextfmt=default&vgnextoid=93e9fd655814e810VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-Dali-y-yo-/?vgnextfmt=default&vgnextoid=048803a1c2d56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
'Una curiosidad muy curiosa',"Duendes, tesoros, aventuras, misterios... Las bibliotecas están llenas de historias que cuenteros y cuenteras nos acercan a través de su creatividad y su magia.",a partir de 4 años,No especificada,No especificada,martes,a las 18 horas,Martes 29 de abril de 2025,Biblioteca Pública Municipal Vallecas (Puente de Vallecas),"CALLE PUERTO DEL MONASTERIO, 1 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-del-28-de-abril-al-4-de-mayo/?vgnextfmt=default&vgnextoid=3e7aa32d985f5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-Una-curiosidad-muy-curiosa-/?vgnextfmt=default&vgnextoid=199b0bceb7a16910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Cine infantil en la Biblioteca María Lejárraga: 'Un héroe samurái: la leyenda de Hank',Ven a disfrutar del cine en tu biblioteca con la película 'Un héroe samurái: la leyenda de Hank'.,No especificada,No especificada,No especificada,martes,a las 18 horas,Martes 29 de abril de 2025,Biblioteca Pública Municipal María Lejárraga (Hortaleza),"CALLE PRINCESA DE EBOLI, 29 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cine-infantil-en-la-Biblioteca-Maria-Lejarraga/?vgnextfmt=default&vgnextoid=cba4ec15205d3910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cine-infantil-en-la-Biblioteca-Maria-Lejarraga-Un-heroe-samurai-la-leyenda-de-Hank-/?vgnextfmt=default&vgnextoid=ffd1969485f75910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Bulevarte 2025,Vive tu Bulevar... ¡Disfruta tu Bulevar!,No especificada,No especificada,mensual,"lunes, domingo",de 11 a 21:30 horas,Del 1 al 7 de mayo y del 28 al 31 de julio de 2025.,Jardín del Bulevar de Peña Gorbea,"CALLE PEÑA GORBEA, 17 B 28053 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Bulevarte-2025/?vgnextfmt=default&vgnextoid=ee0797abaa766910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Actividades por el día 2 de mayo,Celebración del Día de la Comunidad de Madrid con diversas actividades:,No especificada,No especificada,No especificada,viernes,a las 17:30 horas,Viernes 2 de mayo de 2025,Auditorio Municipal al aire libre Lola Camarena,"AVENIDA LA GAVIA, 13 28051 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-por-el-dia-2-de-mayo/?vgnextfmt=default&vgnextoid=1b55ced21c666910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Gran concurso de la maternidad en el mundo animal,Taller. De 11 a 12 horas.,a partir de 5 años,No especificada,No especificada,viernes,De 11 a 12 horas,Viernes 2 de mayo de 2025,Centro de Educación Ambiental y Cultural Maris Stella (Usera),"CALLE DOCTOR TOLOSA LATOUR, 16 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-de-Educacion-Ambiental-y-Cultural-Maris-Stella/?vgnextfmt=default&vgnextoid=4e25ce5179e61910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Gran-concurso-de-la-maternidad-en-el-mundo-animal/?vgnextfmt=default&vgnextoid=9eb630cd70266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Érase una vez un pato - Teatro La Proa (Cuba),"La noticia sobre la existencia de una extraña y peligrosa ave es el detonante para que el titiritero Gatillo seduzca a sus amigos, el Guardabosque y el Biólogo, y les haga interpretar la historia de un Pato vanidoso e inconforme que intenta convertirse en Rey. Para lograrlo, el Pato engaña a los animales que se encuentra a su paso, a quienes les roba. Al transformarse con atributos ajenos, el Pato es víctima de su ambición. “Érase una vez un pato” es una parábola titiritera contra el egoísmo y la superficialidad. Es un canto a la autoaceptación y al reconocimiento de los verdaderos valores de la vida.",a partir de 6 años,No especificada,No especificada,"sábado, domingo",a las 18 horas,Del sábado 3 de mayo de 2025 al domingo 4 de mayo de 2025,Teatro Municipal de Títeres. Parque de El Retiro,"AVENIDA MÉXICO, 4 (Parque de El Retiro. Entrada por Puerta de la Independencia) 28009 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Erase-una-vez-un-pato-Teatro-La-Proa-Cuba-/?vgnextfmt=default&vgnextoid=3d89bf4aebf85910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Womagis,Edad recomendada de 3 a 9 años.,de 3 a 9 años,No especificada,No especificada,sábado,a las 12 horas,Sábado 3 de mayo de 2025,Centro Cultural Casa de Vacas (Retiro),"PASEO COLOMBIA, 1 28009 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Womagis/?vgnextfmt=default&vgnextoid=e6ee826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
REUTILIZ-ARTE: Mayo el mes de las flores,Taller de 11 a 12:30 horas.,a partir de 6 años,No especificada,No especificada,sábado,de 11 a 12:30 horas,Sábado 3 de mayo de 2025,Centro de Educación Ambiental y Cultural Maris Stella (Usera),"CALLE DOCTOR TOLOSA LATOUR, 16 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-de-Educacion-Ambiental-y-Cultural-Maris-Stella/?vgnextfmt=default&vgnextoid=4e25ce5179e61910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/REUTILIZ-ARTE-Mayo-el-mes-de-las-flores/?vgnextfmt=default&vgnextoid=5978cbdaa1266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La magia existe,"EL mago Héctor, de la escuela de Ana Tamariz, os llenara de ilusión con una magia que rescatara al niñ@ que llevamos dentro…Apariciones, desapariciones, variedad de juegos y magia participativa es su especialidad.",No especificada,No especificada,No especificada,sábado,a las 19 horas,Sábado 3 de mayo de 2025,Parque de Amós Acero,"CALLE SIERRA MOLINA, 1 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Calle-abierta-infantil/?vgnextfmt=default&vgnextoid=6ef0157f943cf810VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-magia-existe/?vgnextfmt=default&vgnextoid=fd491dc120866910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Crispina y Molinilla,Los domingos del Pozo.,Un proyecto multidisciplinar que sigue las aventuras de dos niñas de ocho años en el mundo de hoy,No especificada,No especificada,domingo,a las 12 horas,Domingo 4 de mayo de 2025,Centro Cultural El Pozo del tío Raimundo (Puente de Vallecas),"AVENIDA GLORIETAS, 19 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Cultural-El-Pozo-del-Tio-Raimundo/?vgnextfmt=default&vgnextoid=5c0f16c17a87f610VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Crispina-y-Molinilla/?vgnextfmt=default&vgnextoid=8fbb1dc120866910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Un mundo de cuentos,"Duendes, tesoros, aventuras, misterios... Las bibliotecas están llenas de historias que cuenteros y cuenteras nos acercan a través de su creatividad y su magia.",a partir de 4 años,Para asistir es necesario realizar inscripción previa a través de este enlace.,No especificada,martes,a las 18 horas,Martes 6 de mayo de 2025,Biblioteca Pública Municipal Ana María Matute (Carabanchel),"CALLE ISAAC ALBENIZ, 1 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-del-5-al-11-de-mayo/?vgnextfmt=default&vgnextoid=6caba32d985f5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Un-mundo-de-cuentos/?vgnextfmt=default&vgnextoid=971796d505336910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
'A jugar con los libros',"Nunca es demasiado pronto para iniciar a los bebés en el maravilloso mundo del libro y la lectura. Además de estimular su imaginación, descubrirán colores, sonidos y palabras que enriquecerán su vocabulario.",No especificada,Para asistir es necesaria la inscripción a través de este enlace.,No especificada,martes,a las 18 horas,Martes 6 de mayo de 2025,Biblioteca Pública Municipal La Elipa (Ciudad Lineal),"CALLE NUESTRA SEÑORA DEL VILLAR, 6 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Bebecuentos/?vgnextfmt=default&vgnextoid=29805b097f75e710VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-A-jugar-con-los-libros-/?vgnextfmt=default&vgnextoid=7e93528353436910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Viaje al centro del laberinto,"Duendes, tesoros, aventuras, misterios... Las bibliotecas están llenas de historias que cuenteros y cuenteras nos acercan a través de su creatividad y su magia.",a partir de 4 años,Para asistir es necesario realizar inscripción previa a través de este enlace.,No especificada,miércoles,a las 18 horas,Miércoles 7 de mayo de 2025,Biblioteca Pública Municipal San Blas (San Blas-Canillejas),"CALLE SAN ROMAN DEL VALLE, 8 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-del-5-al-11-de-mayo/?vgnextfmt=default&vgnextoid=6caba32d985f5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Viaje-al-centro-del-laberinto/?vgnextfmt=default&vgnextoid=d3fc468e9b336910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Miau, miau","Duendes, tesoros, aventuras, misterios... Las bibliotecas están llenas de historias que cuenteros y cuenteras nos acercan a través de su creatividad y su magia.",a partir de 3 años,Para asistir es necesario realizar inscripción previa a través de este enlace.,No especificada,miércoles,a las 18 horas,Miércoles 7 de mayo de 2025,Biblioteca Pública Municipal Gloria Fuertes (Barajas),"AVENIDA LOGROÑO, 179 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-del-5-al-11-de-mayo/?vgnextfmt=default&vgnextoid=6caba32d985f5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Miau-miau/?vgnextfmt=default&vgnextoid=40b052aee7336910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
A taste of the moon,Vamos a leer en inglés y a divertirnos en la biblioteca.,a partir de 2 años,No especificada,No especificada,miércoles,a las 18 horas,Miércoles 7 de mayo de 2025,Biblioteca Pública Municipal José Hierro (San Blas-Canillejas),"CALLE MARIA SEVILLA DIAGO, 15 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-en-ingles/?vgnextfmt=default&vgnextoid=dd4e284aeea67810VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/A-taste-of-the-moon/?vgnextfmt=default&vgnextoid=2c4e528353436910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
'Cuentos en la granja',"Nunca es demasiado pronto para iniciar a los bebés en el maravilloso mundo del libro y la lectura. Además de estimular su imaginación, descubrirán colores, sonidos y palabras que enriquecerán su vocabulario.",No especificada,Para asistir es necesaria la inscripción a través de este enlace.,No especificada,miércoles,a las 18 horas,Miércoles 7 de mayo de 2025,Biblioteca Pública Municipal Eugenio Trías. Casa de Fieras de El Retiro (Retiro),"PASEO FERNÁN NÚÑEZ, 24 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Bebecuentos/?vgnextfmt=default&vgnextoid=29805b097f75e710VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-Cuentos-en-la-granja-/?vgnextfmt=default&vgnextoid=a6c3528353436910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
En el bosque,"Duendes, tesoros, aventuras, misterios... Las bibliotecas están llenas de historias que cuenteros y cuenteras nos acercan a través de su creatividad y su magia.",a partir de 2 años,No especificada,No especificada,jueves,a las 18 horas,Jueves 8 de mayo de 2025,Biblioteca Pública Municipal Pozo del Tío Raimundo (Puente de Vallecas),"AVENIDA GLORIETAS, 19 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-del-5-al-11-de-mayo/?vgnextfmt=default&vgnextoid=6caba32d985f5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/En-el-bosque/?vgnextfmt=default&vgnextoid=acfe468e9b336910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Cuentos de animalitos y animalotes,"Duendes, tesoros, aventuras, misterios... Las bibliotecas están llenas de historias que cuenteros y cuenteras nos acercan a través de su creatividad y su magia.",a partir de 2 años,No especificada,No especificada,jueves,a las 18 horas,Jueves 8 de mayo de 2025,Biblioteca Pública Municipal Benito Pérez Galdós (Centro),"CALLE CONDE DUQUE, 9 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-del-5-al-11-de-mayo/?vgnextfmt=default&vgnextoid=6caba32d985f5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentos-de-animalitos-y-animalotes/?vgnextfmt=default&vgnextoid=14ed468e9b336910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
A taste of the moon,Vamos a leer en inglés y a divertirnos en la biblioteca.,a partir de 2 años,Para asistir es necesaria la inscripción a través de este enlace.,No especificada,jueves,a las 18 horas,Jueves 8 de mayo de 2025,Biblioteca Pública Municipal Vicálvaro,"CALLE VILLARDONDIEGO, 36 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-en-ingles/?vgnextfmt=default&vgnextoid=dd4e284aeea67810VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/A-taste-of-the-moon/?vgnextfmt=default&vgnextoid=baceaa4735436910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
'Si las nubes fueran de algodón',"Nunca es demasiado pronto para iniciar a los bebés en el maravilloso mundo del libro y la lectura. Además de estimular su imaginación, descubrirán colores, sonidos y palabras que enriquecerán su vocabulario.",No especificada,Para asistir es necesaria la inscripción a través de este enlace.,No especificada,jueves,a las 17:30 horas,Jueves 8 de mayo de 2025,Biblioteca Pública Municipal Gerardo Diego (Villa de Vallecas),"CALLE MONTE AYA, 12 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Bebecuentos/?vgnextfmt=default&vgnextoid=29805b097f75e710VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-Si-las-nubes-fueran-de-algodon-/?vgnextfmt=default&vgnextoid=31f3528353436910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Jugamos por Europa,Tarde de juegos dinamizada para niños/as en los que disfrutaremos con los juegos de mesa donados por el Centro de Documentación Europea.,a partir de 5 años,No especificada,No especificada,jueves,a las 18 horas,Jueves 8 de mayo de 2025,Biblioteca Pública Municipal José Hierro (San Blas-Canillejas),"CALLE MARIA SEVILLA DIAGO, 15 28022 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Jugamos-por-Europa/?vgnextfmt=default&vgnextoid=adad0e8c6b266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
A la mar salada,"Duendes, tesoros, aventuras, misterios... Las bibliotecas están llenas de historias que cuenteros y cuenteras nos acercan a través de su creatividad y su magia.",a partir de 2 años,Para asistir es necesario realizar inscripción previa a través de este enlace.,No especificada,viernes,a las 18 horas,Viernes 9 de mayo de 2025,Biblioteca Pública Municipal Ciudad Lineal (Ciudad Lineal),"CALLE HERMANOS GARCIA NOBLEJAS, 14 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-del-5-al-11-de-mayo/?vgnextfmt=default&vgnextoid=6caba32d985f5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/A-la-mar-salada/?vgnextfmt=default&vgnextoid=366f468e9b336910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
¿Hay alguien más aburrido que yo?,"Una historia divertida y tierna sobre el poder de la imaginación, la creatividad, y el vínculo entre generaciones.",a partir de 6 años,"Para asistir es necesario realizar inscripción previa, del 8 de abril al 9 de mayo, a través de este enlace.. Para asistir es necesario realizar inscripción previa, del 8 de abril al 9 de mayo, a través de este enlace.",No especificada,viernes,a las 18 horas,Viernes 9 de mayo de 2025,Biblioteca Pública Municipal Pablo Neruda (Ciudad Lineal),"CALLE ASCAO, 4 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-del-5-al-11-de-mayo/?vgnextfmt=default&vgnextoid=6caba32d985f5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Hay-alguien-mas-aburrido-que-yo-/?vgnextfmt=default&vgnextoid=3495dd4357a16910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Un día de la Prehistoria,A cargo de la compañíaLos Gorriones.,a partir de 6 años,No especificada,No especificada,viernes,a las 18 horas,Viernes 9 de mayo de 2025,Centro Sociocultural Tetuán,"CALLE BRAVO MURILLO, 251 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-Centro-Sociocultural-Tetuan/?vgnextfmt=default&vgnextoid=ac84dff0d2c6e710VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Un-dia-de-la-Prehistoria/?vgnextfmt=default&vgnextoid=964d826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Teatro en familia,Taller de teatro.,para mayores de 5 años,No especificada,No especificada,viernes,a las 17:30 horas,Viernes 9 de mayo de 2025,Centro de Educación Ambiental y Cultural Maris Stella (Usera),"CALLE DOCTOR TOLOSA LATOUR, 16 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-de-Educacion-Ambiental-y-Cultural-Maris-Stella/?vgnextfmt=default&vgnextoid=4e25ce5179e61910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Teatro-en-familia/?vgnextfmt=default&vgnextoid=42accbdaa1266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
